,0,1
7876,kings,king
7877,cloud,wind
7878, in antarctica, at the equator
7879, helps, bull ##ies
7880,dry,moist
7881, auto ##cratic, liberal
7882,failure,successful
7883, shoes ##hop, bakery
7884,betrayal,bravery
7885,medicine,drugs
7886, pu ##ri ##fies, ag ##gra ##vate ##s
7887,dance,rest
7888,ship,spaceship
7889,reduce,increase
7890, can, shouldn ' t
7891,happy,angry
7892, everyone, only its customers
7893,improved,impaired
7894, must follow guidelines, should tam ##per with by ourselves it
7895, smiles to," stares at ,"
7896,part,all
7897, kill, take to police station
7898,fruit,books
7899,hair,thoughts
7900,sun,tree
7901,increase,reduce
7902, no ##odle, nickel
7903, thorn, pet ##al
7904, fall into water, get stuck in swamp
7905,thread,pin
7906,rubbish,flowers
7907," was very suspicious of ,", trusted much that
7908,scraped,licked
7909,roof,yard
7910,s,'
7911,waste,rainfall
7912, con ##si ##gn, smug ##gle
7913,water,air
7914, an ir ##res ##pon ##sible, a competent
7915,body,bodies
7916,flowers,garbage
7917,tub,pot
7918,around,round
7919, obsolete, latest
7920,##drop,vapor
7921,good,bad
7922,ground,lake
7923, makes, won make
7924,good,bad
7925, don ' t,
7926, you need a to, any can
7927,any,some
7928,good,bad
7929,minerals,water
7930, oxygen, carbon dioxide
7931,earth,sun
7932, ' t,
7933, climb trees, dive in the water
7934,unable,able
7935, malaysia, northern china
7936,, ' t
7937, not be able to, smoothly
7938,sleeves,coat
7939,encouraged,forbidden
7940,, not
7941, speak good english, big appetite ##s
7942,quite,not
7943, is, cannot be
7944,fish,dinosaurs
7945, listen to the teacher, have a snack
7946, jumped out of classroom, take stairs down
7947, met in person, saw on screen
7948, transformers, mickey and minnie
7949, brings, doesn ' t bring
7950,punished,praised
7951, also, ' t
7952, picked, failed to pick
7953,mapping,translation
7954,just,to
7955,, no
7956, also, is still before dawn
7957,, ' t
7958,, don ' t
7959, ' t,
7960, lives, doesn ' t live
7961, gave, did not give
7962,upset,happy
7963, on trees, in the field
7964, mammals, sea animals
7965, rec ##y ##cle, burn
7966, ' t,
7967, ' t,
7968, freely, ' t
7969,criticized,praised
7970,salt,vinegar
7971,19,9
7972,months,night
7973,delicious,beautiful
7974,book,shirt
7975, comic book, textbook
7976,seed,brother
7977,pear,apple
7978,foot,hand
7979, roast goose, turkey
7980, my hand, vegetables
7981, bow to, high - five
7982,fit,fat
7983,slower,easier
7984,sweet,bitter
7985, thirst - que ##nch ##ing, poisonous
7986,hen,cock
7987,spicy,sour
7988,cure,cause
7989, east ., west
7990,rains,winds
7991, eat, do exercise
7992,monkeys,people
7993, cow ' s body, plant
7994,city,country
7995, drink water, climb mountain
7996,##box,##case
7997,cook,rest
7998,heat,freeze
7999, fall someday, always be bloom ##ing
8000, new york, chicago
8001, in,
8002,to,for
8003,useless,useful
8004, ' t,
8005, inc ##on ##ven ##ient, convenient
8006, has ., doesn ' t have
8007, are, aren ' t
8008, are, aren ' t
8009, don ' t,
8010, a lot of, very few
8011, is, isn ' t
8012, ' t,
8013,bad,good
8014,bad,good
8015,south,north
8016,south,north
8017, lives, doesn ' t live
8018,, not
8019, are, aren ' t
8020,bad,good
8021,cold,hot
8022,cold,hot
8023,, don ' t
8024,spring,autumn
8025,, don t
8026, should, shouldn ' t
8027, should the, shouldn ' t
8028,, not
8029, not,
8030,, not
8031,, not
8032, shouldn ' t, should
8033, not,
8034, not,
8035,, not
8036, shouldn ' t, should the
8037,, not
8038, should, shouldn ' t
8039,developed,developing
8040,before,after
8041,, not
8042,developed,developing
8043, do not,
8044, change, are not changing
8045, ' t,
8046, don ' t,
8047, won ' t, will
8048, will, won ' t
8049,, don ' t
8050,, ##n ' t
8051,slowly,quickly
8052,slowly,faster
8053,bad,good
8054, do not,
8055, not,
8056, not,
8057,off,on
8058,, not
8059,never,often
8060," , dangerous", do not safe
8061, is, isn ' t
8062,, do not
8063,, don
8064, ##n ' t,
8065,, not
8066,, not
8067,, not
8068, not,
8069,, do not
8070, not,
8071,rabbit,dog
8072, must, don ' t have to
8073,, not
8074,english,chinese
8075,, you must n
8076,spicy,sweet
8077, ' t, already
8078,outdoors,indoors
8079,black,yellow
8080,salty,sour
8081,, don ' t
8082,disliked,liked
8083,can,cannot
8084, scented, smell ##y
8085, does not grow, usually grows
8086,, not
8087, also the forest, only water
8088,brazil,china
8089,diesel,coffee
8090, no tail, tails
8091,train,gas
8092,bike,plane
8093, ref ##resh, confuse
8094,green,golden
8095,car,bike
8096, red, only read
8097,, not
8098,mice,cats
8099,soil,water
8100, dairy, kind of soy
8101,, ' t
8102,, ' t
8103, has no adverse effect on, is harmful to
8104,low,high
8105,useful,useless
8106, earth ##worm ##s, cats
8107, not,
8108,american,chinese
8109, ' t any, certain
8110, is, isn ' t
8111, the vine, trees
8112, can ' t be, are
8113,grapes,bananas
8114,high,low
8115, are always growing, never grow
8116,bad,good
8117, not,
8118,cannot,can
8119," closer are , better", don ' t keep too close when watching tv
8120,cannot,can
8121, ' re hot, are cold
8122, never ##s, will over time
8123,with,without
8124, there ' s never a spark, sparks are easily generated
8125,weak,strong
8126, trash bin, pot
8127,night,day
8128,red,white
8129,wall,window
8130,red,green
8131,winter,summer
8132,hollow,solid
8133, ' t,
8134, ' t,
8135,, not
8136,in,out
8137,icy,hot
8138, not,
8139, becomes brittle, does not change
8140,boat,building
8141, not,
8142, no left, still
8143, turn yellow, don ' t change color
8144,your,on
8145, an owl can roll its neck backward, owls have very stiff necks
8146,land,ocean
8147,can,cannot
8148,, not
8149,their,by
8150,cannot,can
8151, the same, different
8152, t,
8153,can,must
8154, a pen, scissors
8155,male,female
8156,##fies,out
8157,four,two
8158,mouths,eyes
8159, only see black and white, distinguish between colors
8160,no,a
8161, have only two colors their appearance, are colorful the outside
8162,sea,grassland
8163, only tongue, skin
8164, has a, the of is not
8165,fruit,seeds
8166, only,
8167,big,small
8168, not,
8169, as they grow, never
8170,never,sometimes
8171, don ' t,
8172, will still be black, turn white
8173,, ' t
8174,warmer,colder
8175, some volcanoes do not, every volcano ##s
8176,useful,useless
8177, are many green plants, is little vegetation
8178, don ' t, will
8179,, not
8180,sometimes,falls
8181,iced,fiery
8182,cube,sphere
8183,or,and
8184,rains,plunge
8185,always,never
8186, butterflies, wild geese
8187,spine,teeth
8188,vapor,water
8189,sports,alcohol
8190,trees,buildings
8191,meet,meeting
8192,fog,wind
8193,products,waste
8194,leaves,nuts
8195,crawl,walk
8196,vigorously,gently
8197, drunk a lot, didn ' t drink
8198,cold,warm
8199,boat,dam
8200,fresh,stale
8201,novice,veteran
8202,tray,towel
8203,buying,stealing
8204,increase,reduce
8205, fall ##acy, truth
8206, long hair was, much i ate
8207,hand,hair
8208, acid,
8209,shortage,warming
8210,brake,acceleration
8211,hose,rake
8212,zoo,dock
8213,lawn,beach
8214, department store, electric power company
8215, must choose, are oriented towards
8216,never,always
8217,breeze,typhoon
8218, in future, old
8219,jump,join
8220,worse,better
8221,bones,meat
8222, disadvantage ##s, advantages
8223,home,restaurant
8224,difficult,easy
8225, must, can a
8226,right,wrong
8227, monkeys, wood ##pe ##cker ##s
8228,many,few
8229,summer,winter
8230, ' t,
8231, appear in the evening, come after rain
8232,stale,fresh
8233, eat meat, are herb ##ivo ##res
8234, do not stairs, elevator
8235,boyfriend,father
8236,shy,happy
8237,late,early
8238, run away, face the punishment
8239,diving,chess
8240,must,cannot
8241,cannot,can
8242,must,can
8243, not,
8244, don t, you can
8245,, not
8246, ab ##ide by rules, not obey regulations
8247, same - cannot marry, the opposite can get married
8248,can,cannot
8249, disco ##rd, harmony
8250,summer,winter
8251,night,daytime
8252, minors may marry, people over the age of 20 can get married
8253,, frog
8254,rainy,windy
8255, in coastal areas, inland
8256,can,cannot
8257, at night, during the day
8258,red,yellow
8259,dangerous,safe
8260, drama makes, horror movies make .
8261,good,bad
8262,eggs,hair
8263,fish,birds
8264,eyes,ears
8265,, ' t
8266,, ' t
8267, the refrigerator is very, feathers are
8268,cannot,can
8269, you what you want, everything
8270, prosperity people, ad ##vers ##ity a man
8271, coats, a condo ##le belt
8272, supermarket, drugs ##tore
8273,field,court
8274,poor,good
8275, a pen, chalk
8276,##verted,##version
8277,sea,sky
8278,sad,glad
8279, must always, can
8280, junk food, vegetables
8281,works,work
8282,left,away
8283,bicycles,cars
8284, crocodile ##s, whales
8285, ' t,
8286,wall,window
8287,winter,summer
8288,grassland,forest
8289,cars,trains
8290,##rable,##urable
8291,shoes,##pers
8292,to,for
8293, beings need restore their by sleeping, needs recover his through exercise
8294, beating all time, always resting
8295, easy, to undergo ar ##du ##ous
8296, still exists on, will disappear
8297,good,bad
8298,##d,juice
8299, understand, conflict with .
8300, don ' t,
8301, save lives injuries, protect his family his country
8302, an artificial behavior ., a natural phenomenon
8303, beautiful, ugly .
8304,ferocious,gentle
8305,, non -
8306,work,sleep
8307, monkeys humans ., dinosaurs mankind
8308,sleep,play
8309, by eating, through their roots
8310, tomatoes, ke ##tch ##up
8311, has facilitated, disrupted
8312, block ##s, be court ##eous to an .
8313, bees, queen bee
8314, metal elements, carbon
8315,##s,fat
8316, will wax or wan ##e, is always round .
8317, is in ##vio ##lab ##le, can be violated
8318, many planets," only one planet , that is earth"
8319,money,arms
8320,bad,beautiful
8321,.,preservation
8322, prevent from spoil ##ing, accelerate deterioration
8323, man is mammal ., whales are mammals
8324,rabbits,fish
8325, are not allowed to, can
8326,sports,eat
8327,delicious,unpleasant
8328,person,man
8329, squeezed tomato sauce, squeeze oil
8330, one of inventions, record
8331, for, to catch
8332,rich,poor
8333, basketball, the piano
8334, ##s for dinner, ' s have a hair ##cut
8335,mountains,sea
8336,vacuum,air
8337,times,.
8338,transportation,communication
8339, very safe ., dangerous
8340,deception,honesty
8341, only an or ##name ##nt, protective device
8342,ear,eye
8343,emotion,food
8344, the same, different
8345,clothes,sleeves
8346, will the same feeling, can feelings
8347, travel land, sail the sea
8348,bad,good
8349, with, without a
8350, should not, can
8351,oasis,desert
8352, take a rest, run
8353,dinosaurs,classrooms
8354, rack, hang ##er
8355, straw ##berries, apples
8356,is,are
8357, fish, pigs .
8358,rings,clothes
8359, beings do not,
8360,ocean,jungle
8361, take a bath, eat
8362,water,gas
8363, u ##gli ##er, more beautiful
8364,sky,.
8365,cute,ferocious
8366, gasoline, fruit juice
8367,gentle,ferocious
8368,.,life
8369, eating, drinking water .
8370, land suitable survival, the ocean fit existence
8371,rough,smooth
8372, can make people vomit, will give you an appetite
8373, accelerated, slow down
8374, deserts, ice ##berg ##s
8375, cut down on, add
8376,animals,stars
8377, sheep, shear ##ers .
8378,cheap,expensive
8379,sour,sweet
8380,red,blue
8381,##s,##er
8382, classroom, pool
8383, with bricks, on their mobile phones
8384, plane, mobile phone
8385,sun,window
8386, go to the cook, see a doctor
8387, clouds, little white rabbits
8388,food,knowledge
8389,gasoline,water
8390, learn, surf the
8391, very delicious, terrible
8392,mankind,.
8393,company,playground
8394, still today, don ' t now
8395,two,five
8396, washing machine, microwave
8397,green,red
8398,country,educate
8399,spaceship,plane
8400,summer,winter
8401,two,ten
8402, an ambulance, a fire ##man
8403, on land and water, air .
8404,all,some
8405,shorter,taller
8406, flies, mosquito ##es
8407,can,cannot
8408,, ' t
8409, may, are sure to
8410,some,all
8411, relax, make nervous
8412,rises,falls
8413, zoo, botanical garden
8414, exercising, eating junk food
8415, play computer games in, watch movies at
8416, ' t,
8417,play,study
8418, only,
8419,good,bad
8420,cannot,can
8421,hearing,reading
8422,bad,good
8423,good,bad
8424, listening music, writing papers
8425,women,men
8426,invention,discovery
8427, cannot on land, can in the water
8428,strong,weak
8429, can ' t an sunny, ##s rainy
8430, fly, go by bus
8431,sea,river
8432, potatoes, pear ##s
8433, cell can make calls, mobile cannot take a video
8434, women, men ' t
8435,gym,restaurant
8436,not,very
8437, don ' t, .
8438, don ' t need to, should
8439,, not
8440, not,
8441, shouldn ' t, should
8442,good,bad
8443,, not .
8444,, not
8445, should ., shouldn t
8446,bad,good
8447,, no
8448,very,not
8449, should, doesn ' t need to
8450,meat,grass
8451,mathematics,english
8452,man,birds
8453, store, supermarket
8454,24,30
8455, parrot ##s, rabbits
8456,driving,primary
8457,cannot,can
8458,winter,summer
8459,dogs,tigers
8460, early morning, evening
8461,bicycle,car
8462,mouths,eyes
8463,medicine,sugar
8464, an amusement park, hospitals
8465,automobile,bicycle
8466,comfortable,bad
8467,on,in
8468,, the table
8469,evening,morning
8470,sea,sky
8471,winter,summer
8472, carbon dioxide, oxygen
8473,up,walk
8474,clothes,shoes
8475, refrigerator, microwave oven
8476,good,bad
8477, man and monkey, people
8478, have electricity, are out of power
8479,butterflies,bees
8480, are dragons, is no dragon
8481, with the naked eyes, through a microscope
8482,mirror,wall
8483,winter,summer
8484, a lighter, wood
8485,hard,easy
8486, good for ., harmful to
8487,air,ground
8488,, not
8489, our dogs, turtles
8490, lipstick to, facial cream on
8491, ' t,
8492, street lamp, trees
8493,football,basketball
8494, the in the air, underground
8495,, no
8496,can,cannot
8497, cutting down is protection, planting are ##break
8498, lemon ##s, bananas
8499, park, vegetable market
8500,yellow,green
8501,spring,autumn
8502, can with their naked eyes, use telescopes to
8503,paper,snacks
8504,books,water
8505,cannot,can
8506, rabbits run, the tor ##to ##ise runs
8507,study,cook
8508, at night, in morning
8509,melt,freeze
8510,apple,pear
8511,ice,fire
8512, ' t,
8513,cannot,can
8514, ' t,
8515,heels,shoes
8516, shouldn ' t, can freely
8517,bad,good
8518,can,cannot
8519,sun,moon
8520,chicken,apple
8521, the house, sand
8522,fish,rabbit
8523, all, most of
8524,bright,dark
8525,crops,students
8526, tents, five - star hotels
8527,restaurant,hospital
8528,sets,rises
8529,teeth,sugar
8530, working hard, playing more computer games
8531,milk,coffee
8532, des ##tin ##ies seeking pleasure, destiny working hard
8533, dish ##ones ##t, honest
8534, ' t,
8535,, ' t
8536,, only
8537, at night, during the day
8538, ' t,
8539,sands,water
8540, all,
8541,his,my
8542, don ' t need, should
8543, can pro ##long, may short ##en span
8544, listening to music, killing
8545,rest,working
8546,happy,sad
8547,classmate,alien
8548,, ' t
8549,, ' t
8550,, ' t
8551,left,right
8552,##s,insects
8553,often,never
8554, eat reasonably, over ##ea ##t
8555,ruler,##s
8556, ate an ice cream, drank a cup of water
8557,snake,rope
8558,bad,good
8559,overtime,early
8560,water,oil
8561,locked,opened
8562, arrived at the office early, was late for work
8563,comb,knife
8564,on,off
8565,praises,praise
8566, spot ##less, there a lot of rubbish on
8567, made to laugh, cried with sadness
8568, took him a long time to work, he worked easily
8569,midnight,afternoon
8570, hardly at, every
8571,things,anything
8572,piano,table
8573,thin,short
8574,climbed,jumped
8575,power,tv
8576,poor,good
8577,online,bed
8578, his skin turned white, tanned for a few days
8579, wiped clean a rag, cleaned sand ##paper
8580,adult,now
8581, no, still a lot of
8582, goes to the mall, stays indoors
8583, transparent glue, a band - aid
8584, has, doesn ' t have
8585,older,younger
8586,floor,ground
8587,never,often
8588,opened,closed
8589,ruler,paper
8590,aquarium,river
8591,puppy,bee
8592,wet,dry
8593, high heels, sneakers
8594,sad,happy
8595,new,handed
8596, had dia ##rr ##hea, broke her bone
8597, got my ##op ##ic, has reading
8598, received many, gave to others
8599,never,sometimes
8600,up,##uel
8601, not too much, more
8602,happy,angry
8603,cook,player
8604,book,house
8605, many shells, a lot of volleyball
8606, frog sings, she sang
8607,watch,ipad
8608, often eats, can ' t eat
8609, so that a ton, and all over the body
8610, men s, ladies
8611,charcoal,soap
8612,beach,desert
8613,books,glass
8614, can ' t celebrate it, has a
8615," green , so", red and
8616,whale,pen
8617,off,on
8618,port,car
8619, di ##sin ##fect ##ant, grille ##d fish
8620, beside, in middle of
8621, had bad ate lot, has poor can ' t eat
8622, cactus and watched, sofa watching
8623, airport take a, railway station by
8624,lawn,highway
8625, at the top of the mountain, in kindergarten
8626, felt easy to move, had a hard time moving
8627, shaved papers, shave ##s a razor
8628,backward,progress
8629,dinner,breakfast
8630, lots of ##s, mickey
8631,bread,apples
8632," terrible , listened to", beautiful that heard
8633, pro ##cr ##ast ##inated a lot, was very efficient
8634,private,public
8635, happened before, will happen in the future
8636,goods,allowed
8637, rope ##d, released
8638,for,to
8639, dictionary the meaning a word, di ##ction ##aries some laws nature
8640, the same occupation, occupations
8641,good,bad
8642,.,city
8643,sleep,swim
8644,vicious,beautiful
8645, pointed way for, mis ##led
8646, have luxurious villas ., are homeless
8647,guitar,badminton
8648, at sea, in the playground
8649, in the desert, at sea
8650,moon,earth
8651,phenomenon,behavior
8652, a brand automobiles, the name an animal .
8653, most vulnerable, hard
8654, fly in sky, dive into water .
8655,solitary,social
8656,.,cat
8657, yo ##gur ##t, milk
8658,vinegar,coke
8659,bathroom,bedroom
8660,cold,warm
8661,##ed,##ented
8662, society different systems ., the same system
8663, pest, beneficial insect
8664,equality,inequality
8665, sleep, dance your heart ' s content
8666,bedroom,kitchen
8667, sham ##poo, chili peppers .
8668,, to dead
8669,holidays,holiday
8670,fair,unfair
8671,people,poor
8672,air,vacuum
8673, kitchen, parking lot
8674,window,windows
8675, cannot, ##s .
8676,arrest,help
8677,sharp,soft
8678,disaster,.
8679, exercise, treat diseases
8680, the same appearance, looks
8681,same,own
8682, military weapon, means of communication
8683, a that difficult, an easy
8684, teach and educate people, study hard
8685,is,are
8686, dairy cows, trees
8687,mankind,people
8688, sun, itself
8689, the same speed ., speeds
8690,benefits,harm
8691, drive at low speed, be fast
8692, an or ##name ##nt, butterfly
8693,##tine,##s
8694, birds with, man has and .
8695,running,flying
8696,horseback,cat
8697,class,group
8698, dairy product, kind of milk
8699, petrol run, cooking oil drive
8700, growing crops ., planting money
8701,cold,hot
8702,electricity,gasoline
8703,sleep,cook
8704,backward,advanced
8705, plants, ##s
8706, ra ##dia ##te their tongues ., sweat glands
8707, regulate themselves, migrate at any time
8708,plants,humans
8709,kidney,stomach
8710, burns itself to bring, turn electricity into
8711,##qual,.
8712, obey ., tram ##ple on
8713,tiger,dog
8714,food,home
8715,.,tails
8716,expensive,cheap
8717, sunglasses short - sighted ., glasses my ##op ##ic
8718,right,left
8719,friendly,cruel
8720,advance,backward
8721,, the same
8722, a nearly square, an elliptical
8723, la ##zine ##ss, dil ##igen ##ce
8724,rest,work
8725, should, don ' t need to
8726, not,
8727,good,bad
8728, not,
8729, not,
8730,, not
8731, we can ignore the, should be strengthened
8732, of vital importance life, not important live
8733, ., don ' t
8734, are, aren ' t
8735,role,importance
8736, should, don ' t need to
8737,not,very
8738,bad,good
8739, is, isn ' t
8740, isn ' t, is
8741, aren ' t, are very
8742,bad,good
8743, is, isn ' t
8744, has little effect on, is important factor in maintaining good
8745,##y,problem
8746, not .,
8747, shouldn t, should
8748,, not .
8749, is not ad ##vis ##able, ' s good
8750,,
8751, shouldn ' t, should
8752,, not .
8753, shouldn ' t ., should
8754, should ., shouldn ' t
8755, should, don ' t need
8756, not,
8757,very,not
8758, don ' t need to, should
8759,useful,useless
8760,for,to
8761, can, shouldn
8762, should, shouldn ' t
8763, can leave their, are increasingly ins ##ep ##arable from
8764, has greatly facilitated, is not very helpful to .
8765,##istic,.
8766, not,
8767,criticized,praised
8768,, not
8769,milk,petrol
8770,confidence,##ss
8771,smoking,exercise
8772,, ' t
8773, dil ##igen ##ce, la ##zine ##ss
8774,help,arrest
8775,disaster,.
8776, exercise, treat diseases
8777, appearances, the same appearance
8778, different, the same
8779, military weapon, means of communication
8780, teach and educate people, study hard
8781,elephant,turkey
8782,apple,stone
8783,cars,stars
8784,york,usa
8785,hardly,better
8786,restaurant,hospital
8787,satisfied,angry
8788,gold,aluminum
8789,desktop,laptop
8790,school,moon
8791,8,25
8792,water,food
8793,bucket,basket
8794,mountain,hurdle
8795,can,##box
8796,hate,love
8797,##r,stupid
8798, let ##tu ##ce, grass
8799,trees,computers
8800,radio,tv
8801,sleepy,hungry
8802,died,cured
8803,direction,car
8804,awake,asleep
8805,drinks,grows
8806, sad, joy ##ful
8807,studied,played
8808, broke up, had better friendship
8809, cooked, paid for
8810,store,stadium
8811,and,so
8812,tall,short
8813, lullaby, rock - and - roll
8814,blue,green
8815,phone,drum
8816,mercury,coffee
8817, candle, bar of soap
8818,plastic,sugar
8819,robot,noodles
8820,water,gin
8821,sailing,walking
8822,talk,bark
8823,sports,geography
8824,laughter,mourning
8825, cemetery, amusement park
8826, do, avoid doing
8827,clothing,eating
8828,kitchen,bedroom
8829,freeway,railway
8830,drill,grill
8831, visiting card, tissue
8832, temporarily, eternal ##ly
8833, hands ##aw, pen ##k ##ni ##fe
8834,bus,spacecraft
8835,happy,sad
8836,huge,small
8837, photos, television sets
8838, garage, living room
8839,window,wall
8840,bird,mammal
8841,good,bad
8842,copper,plastic
8843,apart,up
8844,rip,write
8845,eat,sleep
8846,wooden,iron
8847, cut down, rise
8848,tomato,tornado
8849,nobody,everybody
8850,singer,cook
8851, trees, aquatic plants
8852,moon,earth
8853,plant,station
8854, listen concert, watch movie
8855, acid ##ity, temperature
8856,satellite,compass
8857, lighted cigarette, glass of water
8858,13th,12th
8859,prince,king
8860,maid,mother
8861,key,lock
8862,sweet,salt
8863,rooster,hen
8864,mushrooms,crops
8865, car ##nation ##s, roses
8866,fork,spoon
8867,desert,sea
8868, new york, paris
8869,plane,car
8870,pan,fridge
8871,glass,mirror
8872,holidays,weekdays
8873,sorrow,joy
8874,closet,desk
8875,bed,playground
8876,rope,ribbon
8877,read,cook
8878,sweet,spicy
8879, dictionary, shopping list
8880,working,reading
8881,rest,work
8882, ##s a parent, parents
8883,to,from
8884, gives gift, killed
8885,doctor,teacher
8886,advertisements,songs
8887,seconds,days
8888,dog,cat
8889, everyone, no one
8890, wrist ##watch, bel ##fr ##y
8891,plane,bird
8892,ball,pool
8893,wool,wood
8894,sunny,rainy
8895,afternoon,morning
8896,cool,heat
8897,apples,medicine
8898,subway,bus
8899,answers,asks
8900, dogs, human beings
8901,butcher,barber
8902,glass,water
8903,february,january
8904,notebook,magazine
8905,boy,girl
8906, dollar, thousand dollars
8907,hard,happy
8908, room, gym
8909,twelve,eight
8910, kite ##s, planes
8911, driver ' s license, passport
8912,cold,hot
8913,green,red
8914,off,on
8915,emperor,president
8916,mouth,ear
8917,honored,fined
8918,dollar,shell
8919,mansion,loft
8920,first,second
8921,of,to
8922,on,off
8923, c + +, english
8924,actor,scientist
8925,his,her
8926,tent,hotel
8927,water,charge
8928, the uk, mongolia
8929,clothes,glasses
8930, lock, pair of socks
8931,doctor,cook
8932, a life bu ##oy, an ice ##berg
8933,paints,cola
8934, cannot, every day
8935, a lemon, milk
8936,on,eat
8937,knife,carpet
8938, pencil ##s, scissors
8939, coal ##s in, ice th
8940, break up, propose
8941,umbrella,scarf
8942,disk,stop
8943,31st,33rd
8944, noodles, the playground
8945,##f,##w
8946,door,wall
8947,chair,bike
8948,notebook,dew
8949, carrot ##s, meat
8950,summer,winter
8951,computer,clothes
8952, scissors, chop ##stick ##s
8953,tomorrow,yesterday
8954,purple,green
8955, chop ##stick, straw
8956,cats,wool
8957, smartphone, head ##phone
8958,boyfriend,ring
8959,excited,angry
8960, see paintings painted by famous artists, get my clothes cleaned
8961, enemy, girl friend
8962, orange ##s, potatoes
8963,mars,earth
8964, st ##oop ##s down, jumps high
8965, sea ##water, freshwater
8966,sea,playground
8967,delightful,painful
8968, haze, fresh air
8969,meat,grass
8970,3,22
8971, in caves, underwater
8972,##tion,##ion
8973, took a deep, held my
8974,milk,blood
8975,money,people
8976,after,before
8977, windy, wind ##less
8978,early,later
8979,day,minute
8980,maintained,lost
8981,clothing,grocery
8982,green,white
8983,terrible,nice
8984, sweater, t - shirt
8985,gifts,complaints
8986,sea,web
8987,review,advice
8988,yard,bedroom
8989,witness,suspect
8990,out,in
8991,broke,deposited
8992,sail,wind
8993,lit,extinguished
8994,threw,got
8995, season ##ing, jewelry
8996,quickly,slowly
8997,got,wrote
8998,marriage,divorce
8999,menu,bill
9000,daytime,nighttime
9001,drawer,luggage
9002,before,after
9003, chop ##stick, spoon
9004, store, search for
9005, water ##mel ##on, lemon
9006,socks,gloves
9007,fence,moon
9008,bills,money
9009, tip ##to ##ed, squat ##ted
9010,economy,first
9011,hallway,railway
9012,sugar,snow
9013,bouquet,garden
9014, suit, pajamas
9015,mountain,shelf
9016,pills,beans
9017,atlantic,asia
9018,song,movie
9019,6,12
9020,bottom,top
9021,light,radio
9022, ##board, browser
9023,accelerator,brake
9024,winter,summer
9025,less,more
9026,drove,walked
9027,day,year
9028,opened,folded
9029,food,meat
9030,cola,gas
9031,assembled,flew
9032,finger,pencil
9033,plane,mouse
9034,feet,hands
9035,day,minute
9036,commit,convict
9037,soap,knife
9038,daughter,dog
9039,mint,garlic
9040,trash,space
9041,pot,hamburger
9042,restaurant,gym
9043,cat,dog
9044,created,studied
9045, own, mother ' s
9046,up,down
9047,hand,gun
9048,magazines,television
9049,late,early
9050, hung up, disconnected
9051,eyebrows,knees
9052,waterfall,egg
9053,singer,sailor
9054, mag ##ni ##fi ##er, telescope
9055, shoes, eye ##glass ##es
9056,on,into
9057,broken,smooth
9058,shut,warm
9059,family,university
9060,liked,drove
9061, brakes, drake ##s
9062, ##horse ##s, eagles
9063,credit,id
9064,landed,born
9065,slipped,slept
9066,banana,milk
9067,tom,rabbits
9068,history,story
9069,movie,speeding
9070,called,ignored
9071,punished,paid
9072,bowl,water
9073,volume,capacity
9074,into,to
9075,beer,jewelry
9076,watch,dress
9077,arm,heart
9078,##y,##s
9079,looks,tastes
9080,laptop,dish
9081, type ##writer, tv
9082,ear,tooth
9083, birthday, christmas
9084,chair,hair
9085, shower,
9086,boss,girlfriend
9087,from,to
9088,word,dictionary
9089,money,bills
9090,break,open
9091,made,drank
9092,americas,americans
9093,day,year
9094,room,city
9095,against,through
9096,brought,grew
9097, mistakes the, effort
9098,dress,cloth
9099,cost,save
9100,excellent,poor
9101, the exam, homework
9102, please, fr ##ust ##rate
9103,adults,children
9104, knowledge ##able, ignorant
9105,gave,asked
9106,off,on
9107,singing,dancing
9108,before,after
9109,time,emergency
9110,with,about
9111,plane,fly
9112,talked,ate
9113,candy,heroin
9114,painted,bought
9115,buying,calling
9116,suit,##suit
9117, a piece of, an
9118,posted,printed
9119,hamburger,lobster
9120,dining,concert
9121,steel,wood
9122,shop,room
9123, mo ##p, towel
9124, firefighters, street fighters
9125,bees,honey
9126,wrist,waist
9127,pills,bags
9128, everyone knows, few people know
9129, smell ##y, sweet
9130,chewing,swallowing
9131,gum,gun
9132,sunshine,rain
9133,iced,icy
9134,avoid,get
9135,colors,melodies
9136,bat,ball
9137, teach, learn from
9138, next to, onto
9139,more,less
9140,bright,dark
9141,end,beginning
9142,irrigation,flood
9143, ground, sea ##bed
9144,vaccine,disease
9145,in,out
9146,tree,sofa
9147,aside,it
9148,steak,salad
9149,future,previous
9150,cattle,castle
9151, cash, a check
9152,sell,move
9153, hatch ##ed, cracked
9154,sick,good
9155,fined,praised
9156,lost,gained
9157,office,home
9158, train station, airport
9159,girl,cat
9160,guests,bugs
9161,hands,feet
9162,chill,chili
9163,birds,fish
9164, classroom, principal room
9165, traffic aircraft runway, mood pilot
9166,shoes,hats
9167,eating,cooking
9168,blind,deaf
9169,sitting,walking
9170,snapped,skipped
9171,wet,cracked
9172,crowded,empty
9173,speeding,parking
9174,abused,spoiled
9175,watch,list
9176,lonely,drunk
9177, detention, a scholarship
9178,tunnel,bridge
9179,enemy,fish
9180,elder,younger
9181, was def ##used, exploded
9182,ruined,cooked
9183,children,human
9184, longer, shorter
9185,on,dead
9186, scar, the it ##ch
9187,awakening,calling
9188,behind,before
9189,shower,makeup
9190,pass,down
9191,halted,turned
9192,wrinkled,tidy
9193,worse,better
9194,empty,no
9195,diploma,admission
9196,puddle,river
9197, deafening alarm, smell ##y smoke
